date,admin1,market,admin1_enc,market_enc,latitude,longitude,year,month,month_sin,month_cos,cpi,fuel_price,temperature,rainfall,cpi_x_fuel,price_yam_per_kg,price_cassava_gari_yellow_per_kg,price_gari_white_per_kg,price_rice_local_per_kg,price_maize_white_per_kg,price_maize_yellow_per_kg,price_rice_imported_per_kg,price_yam_per_kg_deflated,price_yam_per_kg_lag1,price_yam_per_kg_lag3,price_yam_per_kg_lag6,price_yam_per_kg_lag12,price_yam_per_kg_roll_mean3,price_yam_per_kg_roll_mean6,price_yam_per_kg_roll_std3,price_yam_per_kg_deflated_lag1,price_yam_per_kg_deflated_lag3,price_cassava_gari_yellow_per_kg_deflated,price_cassava_gari_yellow_per_kg_lag1,price_cassava_gari_yellow_per_kg_lag3,price_cassava_gari_yellow_per_kg_lag6,price_cassava_gari_yellow_per_kg_lag12,price_cassava_gari_yellow_per_kg_roll_mean3,price_cassava_gari_yellow_per_kg_roll_mean6,price_cassava_gari_yellow_per_kg_roll_std3,price_cassava_gari_yellow_per_kg_deflated_lag1,price_cassava_gari_yellow_per_kg_deflated_lag3,price_gari_white_per_kg_deflated,price_gari_white_per_kg_lag1,price_gari_white_per_kg_lag3,price_gari_white_per_kg_lag6,price_gari_white_per_kg_lag12,price_gari_white_per_kg_roll_mean3,price_gari_white_per_kg_roll_mean6,price_gari_white_per_kg_roll_std3,price_gari_white_per_kg_deflated_lag1,price_gari_white_per_kg_deflated_lag3,price_rice_local_per_kg_deflated,price_rice_local_per_kg_lag1,price_rice_local_per_kg_lag3,price_rice_local_per_kg_lag6,price_rice_local_per_kg_lag12,price_rice_local_per_kg_roll_mean3,price_rice_local_per_kg_roll_mean6,price_rice_local_per_kg_roll_std3,price_rice_local_per_kg_deflated_lag1,price_rice_local_per_kg_deflated_lag3,price_maize_white_per_kg_deflated,price_maize_white_per_kg_lag1,price_maize_white_per_kg_lag3,price_maize_white_per_kg_lag6,price_maize_white_per_kg_lag12,price_maize_white_per_kg_roll_mean3,price_maize_white_per_kg_roll_mean6,price_maize_white_per_kg_roll_std3,price_maize_white_per_kg_deflated_lag1,price_maize_white_per_kg_deflated_lag3,price_maize_yellow_per_kg_deflated,price_maize_yellow_per_kg_lag1,price_maize_yellow_per_kg_lag3,price_maize_yellow_per_kg_lag6,price_maize_yellow_per_kg_lag12,price_maize_yellow_per_kg_roll_mean3,price_maize_yellow_per_kg_roll_mean6,price_maize_yellow_per_kg_roll_std3,price_maize_yellow_per_kg_deflated_lag1,price_maize_yellow_per_kg_deflated_lag3,price_rice_imported_per_kg_deflated,price_rice_imported_per_kg_lag1,price_rice_imported_per_kg_lag3,price_rice_imported_per_kg_lag6,price_rice_imported_per_kg_lag12,price_rice_imported_per_kg_roll_mean3,price_rice_imported_per_kg_roll_mean6,price_rice_imported_per_kg_roll_std3,price_rice_imported_per_kg_deflated_lag1,price_rice_imported_per_kg_deflated_lag3
2019-01-15,Borno,Budum,2,9,11.85,13.16,2019,1,0.5,0.866025,267.51,64.35,26.78,5.24,17214.27,294.0,108.94,123.46,308.52,76.21,75.51,410.71,96.63,216.4,274.4,323.47,147.2,245.4,274.61,29.0,79.23,100.46,35.8,108.54,115.32,149.78,233.34,111.93,123.86,3.39,39.74,42.22,40.58,121.43,118.6,122.16,228.32,120.02,119.66,1.42,44.46,43.42,101.4,367.04,297.78,250.0,271.34,332.41,304.63,34.63,134.38,109.02,25.05,78.76,95.94,105.72,91.58,87.09,95.7,8.6,28.84,35.13,24.82,77.34,90.38,103.38,99.96,81.89,92.87,7.36,28.32,33.09,134.98,535.71,428.57,428.57,410.71,464.28,446.43,61.86,196.13,156.91
2019-02-15,Borno,Budum,2,9,11.85,13.16,2019,2,0.866025,0.5,267.51,64.35,26.78,5.24,17214.27,279.4,161.19,164.2,250.0,83.52,78.06,428.57,91.83,294.0,245.4,294.0,132.4,251.93,269.7,39.21,96.63,89.85,52.98,108.94,111.92,134.37,183.13,109.8,117.06,1.85,35.8,40.98,53.97,123.46,120.02,118.54,169.96,121.64,119.88,1.73,40.58,43.94,82.17,308.52,332.41,276.85,278.45,335.99,314.38,29.42,101.4,121.7,27.45,76.21,86.57,106.18,92.9,80.51,90.79,5.4,25.05,31.69,25.66,75.51,77.95,107.0,101.12,76.93,88.22,1.27,24.82,28.54,140.85,410.71,428.57,428.57,419.64,458.33,443.45,67.61,134.98,156.91
2019-03-15,Borno,Budum,2,9,11.85,13.16,2019,3,1.0,0.0,267.51,64.35,26.78,5.24,17214.27,264.8,163.08,206.8,250.0,87.58,87.2,428.57,87.03,279.4,216.4,294.0,147.2,263.27,267.27,41.24,91.83,79.23,53.6,161.19,108.54,123.24,130.91,126.22,121.52,30.28,52.98,39.74,67.97,164.2,121.43,117.2,115.73,136.36,127.48,24.13,53.97,44.46,82.17,250.0,367.04,303.7,285.56,308.52,309.91,58.52,82.17,134.38,28.78,83.52,78.76,101.06,95.38,79.5,87.01,3.71,27.45,28.84,28.66,78.06,77.34,101.16,101.65,76.97,83.4,1.31,25.66,28.32,140.85,428.57,535.71,428.57,428.57,458.33,443.45,67.61,140.85,196.13
2019-04-15,Borno,Budum,2,9,11.85,13.16,2019,4,0.866025,-0.5,267.51,64.35,26.78,5.24,17214.27,294.0,107.9,209.03,250.0,83.02,82.74,428.57,96.63,264.8,294.0,274.4,264.8,279.4,262.4,14.6,87.03,96.63,35.46,163.08,108.94,115.32,138.09,144.4,128.16,30.73,53.6,35.8,68.7,206.8,123.46,118.6,116.16,164.82,142.42,41.67,67.97,40.58,82.17,250.0,308.52,297.78,278.52,269.51,300.96,33.79,82.17,101.4,27.29,87.58,76.21,95.94,100.0,82.44,84.76,5.76,28.78,25.05,27.19,87.2,75.51,90.38,104.5,80.26,81.07,6.15,28.66,24.82,140.85,428.57,410.71,428.57,428.57,422.62,443.45,10.31,140.85,134.98
2019-05-15,Borno,Budum,2,9,11.85,13.16,2019,5,0.5,-0.866025,267.51,64.35,26.78,5.24,17214.27,323.6,99.4,216.02,267.78,65.05,77.98,410.71,106.35,294.0,279.4,245.4,382.4,279.4,265.67,14.6,96.63,91.83,32.67,107.9,161.19,111.92,155.8,144.06,126.93,31.33,35.46,52.98,71.0,209.03,164.2,120.02,119.48,193.34,157.49,25.26,68.7,53.97,88.01,250.0,250.0,332.41,291.11,250.0,293.0,0.0,82.17,82.17,21.38,83.02,83.52,86.57,103.8,84.71,82.61,2.5,27.29,27.45,25.63,82.74,78.06,77.95,104.06,82.67,79.8,4.57,27.19,25.66,134.98,428.57,428.57,428.57,428.57,428.57,443.45,0.0,140.85,140.85
2019-06-15,Borno,Budum,2,9,11.85,13.16,2019,6,0.0,-1.0,267.51,64.35,26.78,5.24,17214.27,316.0,210.89,92.1,267.78,61.12,77.98,420.0,103.86,323.6,264.8,216.4,352.93,294.13,278.7,29.4,106.35,87.03,69.31,99.4,163.08,108.54,138.3,123.46,124.84,34.57,32.67,53.6,30.27,216.02,206.8,121.43,90.5,210.62,173.49,4.81,71.0,67.97,88.01,267.78,250.0,367.04,303.7,255.93,282.22,10.27,88.01,82.17,20.09,65.05,87.58,78.76,120.0,78.55,79.02,11.91,21.38,28.78,25.63,77.98,87.2,77.34,109.0,82.64,79.8,4.61,25.63,28.66,138.04,410.71,428.57,535.71,428.57,422.62,440.47,10.31,134.98,140.85
2019-07-15,Borno,Budum,2,9,11.85,13.16,2019,7,-0.5,-0.866025,267.51,64.35,26.78,5.24,17214.27,308.8,121.24,85.5,255.56,75.74,83.99,422.14,101.49,316.0,294.0,294.0,323.47,311.2,295.3,15.37,103.86,96.63,39.85,210.89,107.9,108.94,149.78,139.4,141.9,62.06,69.31,35.46,28.1,92.1,209.03,123.46,122.16,172.38,168.6,69.62,30.27,68.7,83.99,267.78,250.0,308.52,250.0,261.85,265.68,10.27,88.01,82.17,24.89,61.12,83.02,76.21,105.72,69.73,76.08,11.68,20.09,27.29,27.6,77.98,82.74,75.51,103.38,79.57,79.91,2.75,25.63,27.19,138.74,420.0,428.57,410.71,428.57,419.76,421.19,8.93,138.04,140.85
2019-08-15,Borno,Budum,2,9,11.85,13.16,2019,8,-0.866025,-0.5,267.51,64.35,26.78,5.24,17214.27,300.0,192.1,131.08,259.26,75.9,85.24,424.29,98.6,308.8,323.6,279.4,294.0,316.13,297.77,7.4,101.49,106.35,63.14,121.24,99.4,161.19,134.37,143.84,143.95,59.08,39.85,32.67,43.08,85.5,216.02,164.2,118.54,131.21,162.28,73.52,28.1,71.0,85.21,255.56,267.78,250.0,276.85,263.71,256.85,7.06,83.99,88.01,24.95,75.74,65.05,83.52,106.18,67.3,76.0,7.57,24.89,21.38,28.02,83.99,77.98,78.06,107.0,79.98,81.32,3.47,27.6,25.63,139.45,422.14,410.71,428.57,428.57,417.62,423.09,6.08,138.74,134.98
2019-09-15,Borno,Budum,2,9,11.85,13.16,2019,9,-1.0,-0.0,267.51,64.35,26.78,5.24,17214.27,291.2,185.32,141.25,266.48,83.0,93.99,435.36,95.71,300.0,316.0,264.8,294.0,308.27,301.2,8.01,98.6,103.86,60.91,192.1,210.89,163.08,123.24,174.74,149.1,47.28,63.14,69.31,46.42,131.08,92.1,206.8,117.2,102.89,156.76,24.63,43.08,30.27,87.58,259.26,267.78,250.0,303.7,260.87,258.4,6.27,85.21,88.01,27.28,75.9,61.12,87.58,101.06,70.92,74.74,8.49,24.95,20.09,30.89,85.24,77.98,87.2,101.16,82.4,82.52,3.88,28.02,25.63,143.09,424.29,420.0,428.57,428.57,422.14,422.38,2.15,139.45,138.04
2019-10-15,Borno,Budum,2,9,11.85,13.16,2019,10,-0.866025,0.5,267.51,64.35,26.78,5.24,17214.27,289.2,236.71,145.86,273.7,89.76,86.49,446.43,95.05,291.2,308.8,294.0,274.4,300.0,305.6,8.8,95.71,101.49,77.8,185.32,121.24,107.9,115.32,166.22,152.81,39.1,60.91,39.85,47.94,141.25,85.5,209.03,118.6,119.28,145.83,29.69,46.42,28.1,89.95,266.48,255.56,250.0,297.78,260.43,261.14,5.55,87.58,83.99,29.5,83.0,75.74,83.02,95.94,78.21,73.97,4.15,27.28,24.89,28.43,93.99,83.99,82.74,90.38,87.74,83.65,5.45,30.89,27.6,146.72,435.36,422.14,428.57,428.57,427.26,423.51,7.09,143.09,138.74
2019-11-15,Borno,Budum,2,9,11.85,13.16,2019,11,-0.5,0.866025,267.51,64.35,26.78,5.24,17214.27,282.67,101.15,117.03,277.78,79.6,96.25,444.28,92.9,289.2,300.0,323.6,245.4,293.47,304.8,5.75,95.05,98.6,33.24,236.71,192.1,99.4,111.92,204.71,174.28,27.92,77.8,63.14,38.46,145.86,131.08,216.02,120.02,139.4,135.3,7.56,47.94,43.08,91.3,273.7,259.26,267.78,332.41,266.48,265.09,7.22,89.95,85.21,26.16,89.76,75.9,65.05,86.57,82.89,75.1,6.93,29.5,24.95,31.63,86.49,85.24,77.98,77.95,88.57,84.28,4.73,28.43,28.02,146.02,446.43,424.29,410.71,428.57,435.36,426.49,11.07,146.72,139.45
2019-12-15,Borno,Budum,2,9,11.85,13.16,2019,12,-0.0,1.0,267.51,64.35,26.78,5.24,17214.27,276.13,102.85,88.2,286.42,74.62,83.75,442.14,90.75,282.67,291.2,316.0,216.4,287.69,297.98,4.46,92.9,95.71,33.8,101.15,185.32,210.89,108.54,174.39,174.57,68.44,33.24,60.91,28.99,117.03,141.25,92.1,121.43,134.71,118.8,15.49,38.46,46.42,94.13,277.78,266.48,267.78,367.04,272.65,266.76,5.72,91.3,87.58,24.52,79.6,83.0,61.12,78.76,84.12,77.52,5.17,26.16,27.28,27.53,96.25,93.99,77.98,77.34,92.24,87.32,5.11,31.63,30.89,145.31,444.28,435.36,420.0,535.71,442.02,432.08,5.87,146.02,143.09
2020-01-15,Borno,Budum,2,9,11.85,13.16,2020,1,0.5,0.866025,302.94,41.76,26.42,4.14,12650.77,269.6,177.24,118.7,295.06,78.28,100.0,452.14,78.24,276.13,289.2,308.8,294.0,282.67,291.33,6.54,90.75,95.05,51.44,102.85,236.71,121.24,108.94,146.9,156.56,77.78,33.8,77.8,34.45,88.2,145.86,85.5,123.46,117.03,118.15,28.83,28.99,47.94,85.63,286.42,273.7,255.56,308.52,279.3,269.87,6.49,94.13,89.95,22.72,74.62,89.76,75.74,76.21,81.33,79.77,7.72,24.52,29.5,29.02,83.75,86.49,83.99,75.51,88.83,88.29,6.57,27.53,28.43,131.22,442.14,446.43,422.14,410.71,444.28,435.77,2.15,145.31,146.72
2020-02-15,Borno,Budum,2,9,11.85,13.16,2020,2,0.866025,0.5,302.94,41.76,26.42,4.14,12650.77,206.0,156.36,208.36,303.7,84.64,100.0,571.43,59.79,269.6,282.67,300.0,279.4,276.13,284.8,6.54,78.24,92.9,45.38,177.24,101.15,192.1,161.19,127.08,165.9,43.45,51.44,33.24,60.47,118.7,117.03,131.08,164.2,107.98,123.69,17.15,34.45,38.46,88.14,295.06,277.78,259.26,250.0,286.42,276.45,8.64,85.63,91.3,24.56,78.28,79.6,75.9,83.52,77.5,80.19,2.58,22.72,26.16,29.02,100.0,96.25,85.24,78.06,93.33,90.95,8.51,29.02,31.63,165.84,452.14,444.28,424.29,428.57,446.19,440.77,5.27,131.22,146.02
2020-03-15,Borno,Budum,2,9,11.85,13.16,2020,3,1.0,0.0,302.94,41.76,26.42,4.14,12650.77,152.8,244.99,299.15,305.37,86.26,103.12,542.86,44.35,206.0,276.13,291.2,264.8,250.58,269.13,38.74,59.79,90.75,71.1,156.36,102.85,185.32,163.08,145.48,159.94,38.37,45.38,33.8,86.82,208.36,88.2,141.25,206.8,138.42,136.57,62.46,60.47,28.99,88.63,303.7,286.42,266.48,250.0,295.06,283.86,8.64,88.14,94.13,25.03,84.64,74.62,83.0,87.58,79.18,81.65,5.07,24.56,24.52,29.93,100.0,83.75,93.99,87.2,94.58,93.41,9.38,29.02,27.53,157.55,571.43,442.14,435.36,428.57,488.57,465.3,71.93,165.84,145.31
2020-04-15,Borno,Budum,2,9,11.85,13.16,2020,4,0.866025,-0.5,302.94,41.76,26.42,4.14,12650.77,175.53,257.57,201.78,307.04,97.4,109.83,542.5,50.94,152.8,269.6,289.2,294.0,209.47,246.07,58.48,44.35,78.24,74.75,244.99,177.24,236.71,107.9,192.86,169.88,46.33,71.1,51.44,58.56,299.15,118.7,145.86,209.03,208.74,162.88,90.23,86.82,34.45,89.11,305.37,295.06,273.7,250.0,301.38,290.34,5.53,88.63,85.63,28.27,86.26,78.28,89.76,83.02,83.06,82.19,4.22,25.03,22.72,31.88,103.12,100.0,86.49,82.74,101.04,94.94,1.8,29.93,29.02,157.45,542.86,452.14,446.43,428.57,522.14,483.21,62.28,157.55,131.22
2020-05-15,Borno,Budum,2,9,11.85,13.16,2020,5,0.5,-0.866025,302.94,41.76,26.42,4.14,12650.77,198.27,194.66,273.37,324.44,103.64,116.77,542.14,57.54,175.53,206.0,282.67,323.6,178.11,227.12,26.69,50.94,59.79,56.49,257.57,156.36,101.15,99.4,219.64,173.36,55.16,74.75,45.38,79.34,201.78,208.36,117.03,216.02,236.43,172.2,54.42,58.56,60.47,94.16,307.04,303.7,277.78,267.78,305.37,295.9,1.67,89.11,88.14,30.08,97.4,84.64,79.6,65.05,89.43,83.47,6.95,28.27,24.56,33.89,109.83,100.0,96.25,77.98,104.32,98.82,5.02,31.88,29.02,157.34,542.5,571.43,444.28,410.71,552.26,499.22,16.6,157.45,165.84
2020-06-15,Borno,Budum,2,9,11.85,13.16,2020,6,0.0,-1.0,302.94,41.76,26.42,4.14,12650.77,221.0,199.42,218.16,321.48,148.52,176.52,541.79,64.14,198.27,152.8,276.13,316.0,175.53,213.05,22.74,57.54,44.35,57.88,194.66,244.99,102.85,210.89,232.41,188.95,33.29,56.49,71.1,63.31,273.37,299.15,88.2,92.1,258.1,198.26,50.45,79.34,86.82,93.3,324.44,305.37,286.42,267.78,312.28,303.67,10.56,94.16,88.63,43.1,103.64,86.26,74.62,61.12,95.77,87.47,8.8,30.08,25.03,51.23,116.77,103.12,83.75,77.98,109.91,102.24,6.83,33.89,29.93,157.24,542.14,542.86,442.14,420.0,542.5,515.54,0.36,157.34,157.55
2020-07-15,Borno,Budum,2,9,11.85,13.16,2020,7,-0.5,-0.866025,302.94,41.76,26.42,4.14,12650.77,243.73,216.9,265.64,320.74,171.54,188.34,541.43,70.74,221.0,175.53,269.6,308.8,198.27,203.87,22.74,64.14,50.94,62.95,199.42,257.57,177.24,121.24,217.22,205.04,35.03,57.88,74.75,77.09,218.16,201.78,118.7,85.5,231.1,219.92,37.51,63.31,58.56,93.09,321.48,307.04,295.06,255.56,317.65,309.52,9.31,93.3,89.11,49.78,148.52,97.4,78.28,75.74,116.52,99.79,27.89,43.1,28.27,54.66,176.52,109.83,100.0,83.99,134.37,117.71,36.66,51.23,31.88,157.14,541.79,542.5,452.14,422.14,542.14,532.14,0.36,157.24,157.45
2020-09-15,Borno,Budum,2,9,11.85,13.16,2020,9,-1.0,-0.0,302.94,41.76,26.42,4.14,12650.77,266.47,277.06,150.02,333.7,192.94,196.75,564.29,77.34,243.73,198.27,206.0,300.0,221.0,199.55,22.73,70.74,57.54,80.41,216.9,194.66,156.36,192.1,203.66,211.65,11.71,62.95,56.49,43.54,265.64,273.37,208.36,131.08,252.39,244.41,29.89,77.09,79.34,96.85,320.74,324.44,303.7,259.26,322.22,313.8,1.96,93.09,94.16,56.0,171.54,103.64,84.64,75.9,141.23,115.33,34.53,49.78,30.08,57.1,188.34,116.77,100.0,85.24,160.54,132.43,38.37,54.66,33.89,163.77,541.43,542.14,571.43,424.29,541.79,547.02,0.36,157.14,157.34
2020-10-15,Borno,Budum,2,9,11.85,13.16,2020,10,-0.866025,0.5,302.94,41.76,26.42,4.14,12650.77,289.2,169.18,292.35,273.7,164.44,176.77,583.93,83.93,266.47,221.0,152.8,291.2,243.73,209.63,22.74,77.34,64.14,49.1,277.06,199.42,244.99,185.32,231.13,231.77,40.73,80.41,57.88,84.85,150.02,218.16,299.15,141.25,211.27,234.69,58.12,43.54,63.31,79.43,333.7,321.48,305.37,266.48,325.31,318.8,7.28,96.85,93.3,47.72,192.94,148.52,86.26,83.0,171.0,133.38,22.21,56.0,43.1,51.3,196.75,176.52,103.12,93.99,187.2,148.56,10.16,57.1,51.23,169.47,564.29,541.79,542.86,435.36,549.17,545.84,13.1,163.77,157.24
2020-11-15,Borno,Budum,2,9,11.85,13.16,2020,11,-0.5,0.866025,302.94,41.76,26.42,4.14,12650.77,169.6,384.08,297.24,314.07,144.76,161.63,603.57,49.22,289.2,243.73,175.53,289.2,266.47,232.37,22.74,83.93,70.74,111.47,169.18,216.9,257.57,236.71,221.05,219.13,54.06,49.1,62.95,86.27,292.35,265.64,201.78,145.86,236.0,233.55,75.65,84.85,77.09,91.15,273.7,320.74,307.04,273.7,309.38,313.52,31.57,79.43,93.09,42.01,164.44,171.54,97.4,89.76,176.31,146.41,14.84,47.72,49.78,46.91,176.77,188.34,109.83,86.49,187.29,160.83,10.03,51.3,54.66,175.17,583.93,541.43,542.5,446.43,563.22,552.68,21.27,169.47,157.14
2020-12-15,Borno,Budum,2,9,11.85,13.16,2020,12,-0.0,1.0,302.94,41.76,26.42,4.14,12650.77,170.4,272.33,238.32,354.44,139.84,159.2,616.79,49.45,169.6,266.47,198.27,282.67,241.76,231.38,63.51,49.22,77.34,79.04,384.08,277.06,194.66,101.15,276.77,240.22,107.45,111.47,80.41,69.17,297.24,150.02,273.37,117.03,246.54,249.46,83.62,86.27,43.54,102.87,314.07,333.7,324.44,277.78,307.16,314.69,30.59,91.15,96.85,40.58,144.76,192.94,103.64,79.6,167.38,154.31,24.22,42.01,56.0,46.2,161.63,196.75,116.77,96.25,178.38,169.46,17.62,46.91,57.1,179.01,603.57,564.29,542.14,444.28,583.93,562.86,19.64,175.17,163.77
2021-01-15,Borno,Budum,2,9,11.85,13.16,2021,1,0.5,0.866025,354.3,70.68,26.78,4.68,25041.92,171.2,335.13,196.8,357.04,172.36,180.85,630.0,42.48,170.4,289.2,221.0,276.13,209.73,226.73,68.82,49.45,83.93,83.16,272.33,169.18,199.42,102.85,275.2,253.16,107.48,79.04,49.1,48.84,238.32,292.35,218.16,88.2,275.97,243.62,32.7,69.17,84.85,88.6,354.44,273.7,321.48,286.42,314.07,319.69,40.37,102.87,79.43,42.77,139.84,164.44,148.52,74.62,149.68,160.34,13.02,40.58,47.72,44.88,159.2,176.77,176.52,83.75,165.87,176.54,9.52,46.2,51.3,156.34,616.79,583.93,541.79,442.14,601.43,575.3,16.53,179.01,169.47
2021-02-15,Borno,Budum,2,9,11.85,13.16,2021,2,0.866025,0.5,354.3,70.68,26.78,4.68,25041.92,172.0,192.45,322.03,357.04,184.78,202.5,637.14,42.68,171.2,169.6,243.73,269.6,170.4,218.43,0.8,42.48,49.22,47.76,335.13,384.08,216.9,177.24,330.51,275.78,56.02,83.16,111.47,79.91,196.8,297.24,265.64,118.7,244.12,240.06,50.47,48.84,86.27,88.6,357.04,314.07,320.74,295.06,341.85,325.62,24.09,88.6,91.15,45.85,172.36,144.76,171.54,78.28,152.32,164.31,17.53,42.77,42.01,50.25,180.85,161.63,188.34,100.0,167.23,177.26,11.86,44.88,46.91,158.11,630.0,603.57,541.43,452.14,616.79,590.0,13.22,156.34,175.17
2021-03-15,Borno,Budum,2,9,11.85,13.16,2021,3,1.0,0.0,354.3,70.68,26.78,4.68,25041.92,220.4,266.5,184.88,425.19,176.93,204.69,678.57,54.69,172.0,170.4,266.47,206.0,171.2,206.48,0.8,42.68,49.45,66.13,192.45,272.33,277.06,156.36,266.64,271.7,71.51,47.76,79.04,45.88,322.03,238.32,150.02,208.36,252.38,249.46,63.79,79.91,69.17,105.51,357.04,354.44,333.7,303.7,356.17,331.66,1.5,88.6,102.87,43.91,184.78,139.84,192.94,84.64,165.66,166.52,23.21,45.85,40.58,50.79,202.5,159.2,196.75,100.0,180.85,179.62,21.65,50.25,46.2,168.39,637.14,616.79,564.29,571.43,627.98,605.95,10.32,158.11,179.01
2021-04-15,Borno,Budum,2,9,11.85,13.16,2021,4,0.866025,-0.5,354.3,70.68,26.78,4.68,25041.92,224.4,261.67,227.78,432.6,168.33,192.0,607.14,55.69,220.4,171.2,289.2,152.8,187.87,198.8,28.18,54.69,42.48,64.93,266.5,335.13,169.18,244.99,264.69,269.94,71.36,66.13,83.16,56.52,184.88,196.8,292.35,299.15,234.57,255.27,75.98,45.88,48.84,107.35,425.19,357.04,273.7,305.37,379.76,346.91,39.35,105.51,88.6,41.77,176.93,172.36,164.44,86.26,178.02,163.85,6.28,43.91,42.77,47.65,204.69,180.85,176.77,103.12,196.01,180.94,13.18,50.79,44.88,150.66,678.57,630.0,583.93,542.86,648.57,625.0,26.22,168.39,156.34
2021-05-15,Borno,Budum,2,9,11.85,13.16,2021,5,0.5,-0.866025,354.3,70.68,26.78,4.68,25041.92,213.2,211.62,272.58,440.0,159.36,210.54,589.29,52.91,224.4,172.0,169.6,175.53,205.6,188.0,29.17,55.69,42.68,52.51,261.67,192.45,384.08,257.57,240.21,285.36,41.43,64.93,47.76,67.64,227.78,322.03,297.24,201.78,244.9,244.51,70.16,56.52,79.91,109.19,432.6,357.04,314.07,307.04,404.94,373.4,41.65,107.35,88.6,39.55,168.33,184.78,144.76,97.4,176.68,164.5,8.23,41.77,45.85,52.25,192.0,202.5,161.63,109.83,199.73,183.48,6.78,47.65,50.25,146.23,607.14,637.14,603.57,542.5,640.95,628.87,35.87,150.66,158.11
2021-06-15,Borno,Budum,2,9,11.85,13.16,2021,6,0.0,-1.0,354.3,70.68,26.78,4.68,25041.92,250.0,334.58,252.27,428.52,190.34,216.88,571.43,62.04,213.2,220.4,170.4,198.27,219.33,195.27,5.68,52.91,54.69,83.03,211.62,266.5,272.33,194.66,246.6,256.62,30.39,52.51,66.13,62.6,272.58,184.88,238.32,273.37,228.41,240.4,43.85,67.64,45.88,106.34,440.0,425.19,354.44,324.44,432.6,394.38,7.41,109.19,105.51,47.23,159.36,176.93,139.84,103.64,168.21,166.93,8.79,39.55,43.91,53.82,210.54,204.69,159.2,116.77,202.41,191.63,9.48,52.25,50.79,141.8,589.29,678.57,616.79,542.14,625.0,626.49,47.24,146.23,168.39
2021-07-15,Borno,Budum,2,9,11.85,13.16,2021,7,-0.5,-0.866025,354.3,70.68,26.78,4.68,25041.92,258.8,329.05,273.62,406.2,220.74,223.23,571.43,64.22,250.0,224.4,171.2,221.0,229.2,208.53,18.86,62.04,55.69,81.65,334.58,261.67,335.13,199.42,269.29,266.99,61.83,83.03,64.93,67.9,252.27,227.78,196.8,218.16,250.88,242.72,22.43,62.6,56.52,100.8,428.52,432.6,357.04,321.48,433.71,406.73,5.82,106.34,107.35,54.78,190.34,168.33,172.36,148.52,172.68,175.35,15.94,47.23,41.77,55.39,216.88,192.0,180.85,176.52,206.47,201.24,12.93,53.82,47.65,141.8,571.43,607.14,630.0,541.79,589.29,618.93,17.86,141.8,150.66
2021-08-15,Borno,Budum,2,9,11.85,13.16,2021,8,-0.866025,-0.5,354.3,70.68,26.78,4.68,25041.92,261.2,277.4,283.78,383.89,222.96,265.15,571.43,64.82,258.8,213.2,172.0,243.73,240.67,223.13,24.19,64.22,52.91,68.84,329.05,211.62,192.45,216.9,291.75,265.98,69.45,81.65,52.51,70.42,273.62,272.58,322.03,265.64,266.16,255.53,12.04,67.9,67.64,95.26,406.2,440.0,357.04,320.74,424.91,414.92,17.19,100.8,109.19,55.33,220.74,159.36,184.78,171.54,190.15,183.41,30.69,54.78,39.55,65.8,223.23,210.54,202.5,188.34,216.88,208.31,6.35,55.39,52.25,141.8,571.43,589.29,637.14,541.43,577.38,609.17,10.31,141.8,146.23
2021-09-15,Borno,Budum,2,9,11.85,13.16,2021,9,-1.0,-0.0,354.3,70.68,26.78,4.68,25041.92,323.6,276.85,205.07,361.58,215.82,255.8,571.43,80.3,261.2,250.0,220.4,266.47,256.67,238.0,5.9,64.82,62.04,68.7,277.4,334.58,266.5,277.06,313.68,280.14,31.54,68.84,83.03,50.89,283.78,252.27,184.88,150.02,269.89,249.15,16.08,70.42,62.6,89.73,383.89,428.52,425.19,333.7,406.2,419.4,22.32,95.26,106.34,53.56,222.96,190.34,176.93,192.94,211.35,189.78,18.23,55.33,47.23,63.48,265.15,216.88,204.69,196.75,235.09,218.75,26.23,65.8,53.82,141.8,571.43,571.43,678.57,564.29,571.43,598.22,0.0,141.8,141.8
2021-10-15,Borno,Budum,2,9,11.85,13.16,2021,10,-0.866025,0.5,354.3,70.68,26.78,4.68,25041.92,316.0,318.66,245.26,339.26,174.26,245.81,568.57,78.42,323.6,258.8,224.4,289.2,281.2,255.2,36.74,80.3,64.22,79.08,276.85,329.05,261.67,169.18,294.43,281.86,29.98,68.7,81.65,60.86,205.07,273.62,227.78,292.35,254.16,252.52,42.81,50.89,67.9,84.19,361.58,406.2,432.6,273.7,383.89,408.8,22.31,89.73,100.8,43.24,215.82,220.74,168.33,164.44,219.84,196.26,3.65,53.56,54.78,61.0,255.8,223.23,192.0,176.77,248.06,227.27,22.01,63.48,55.39,141.09,571.43,571.43,607.14,583.93,571.43,580.36,0.0,141.8,141.8
